Anisotropy	Centroid 0	Centroid 1	Centroid 2	Compactness	Database ID	Image_Name	Intensity Variance 0	Intensity Variance 1	Is Border	Kurtosis Intensity 0	Kurtosis Intensity 1	Location 0	Location 1	Location 2	Max Intensity 0	Max Intensity 1	Mean Intensity 0	Mean Intensity 1	Median Intensity 0	Median Intensity 1	Min Intensity 0	Min Intensity 1	PCA1 0	PCA1 1	PCA1 2	PCA2 0	PCA2 1	PCA2 2	PCA3 0	PCA3 1	PCA3 2	Second Moment 0	Second Moment 1	Second Moment 2	Sum Intensity 0	Sum Intensity 1	Surface	bounding box maximum 0	bounding box maximum 1	bounding box maximum 2	bounding box minimum 0	bounding box minimum 1	bounding box minimum 2	label	volume	
0.41433372723504336	34.316323943661835	31.11249295774648	116.57053990610297	0.6324627947297392	63	B4_C3.ids	2185.0521617653967	19888.01769609715	false	7.485667527332582	-0.1638534823449862	95	86	233	470.0	947.0	47.28532863849744	489.4356807511727	33.0	494.0	5.0	27.0	0.38161484992135136	0.04204235138360331	0.9233647962802363	0.8110620187763087	-0.49437040106245655	-0.3126920341995373	0.443337916287343	0.868234039440682	-0.2227580407942959	125269.72018310026	96456.33291549224	122762.21103287737	402871.0	4169992.0	349.1801791191101	109	99	243	82	74	222	106.0	552.096	
0.732756905984086	73.13544722339967	46.94813056379884	28.90000471009366	0.5187805489819832	64	B4_C3.ids	433853.18688180164	61385.015961352125	false	3.5128928351877775	0.19437800327650478	203	130	57	4095.0	1535.0	758.4326692101046	866.8080636804599	538.0	917.0	5.0	97.0	0.19565920384711977	0.10798040414095901	-0.974709037749967	0.2800449167971271	-0.9586844309326837	-0.04999006364635454	0.9398363264558364	0.2631812953247846	0.21781479579029295	336423.00757947436	491905.21139467077	996461.4199990596	1.6102284E7	1.8403202E7	713.7220933362842	217	147	78	188	111	36	85.0	1375.7687999999998	
0.5492869554269632	55.357210853806684	12.527048559881973	49.886779139136785	0.4655947773878725	65	B4_C3.ids	638793.4477515232	53182.604054194424	false	4.646247773608685	-0.20882503816891607	153	34	99	4095.0	1378.0	873.9464365899069	688.3736288408501	625.0	728.0	3.0	26.0	0.23631988430346293	-0.20312648403272476	0.9502065795222117	0.9564274585429292	0.22118888325186825	-0.19058330060869674	0.1714626164150992	-0.9538422874932179	-0.2465470781854737	1435637.9218218217	562886.5328013342	1409524.6607222548	2.7247902E7	2.1462113E7	940.657145217061	178	53	123	130	20	80	83.0	2020.3344	
0.39349827157889106	43.37062500000033	25.09602941176449	29.48903867102394	0.43533983734659804	66	B4_C3.ids	713384.4538470277	80614.32825691365	false	2.5117294628495506	0.2453214540524784	120	69	58	4095.0	1805.0	936.2682121459902	927.8281590414098	655.0	966.0	6.0	59.0	0.3298315147994073	-0.2344216814910701	0.9144712390731748	0.9433020100796234	0.04354894876004791	-0.32906656901246695	-0.03731607729746459	-0.9711590829049555	-0.23549425909422	1187574.5081249974	622314.633529395	973644.9409041558	2.7503815E7	2.725588E7	828.6975904107094	143	87	75	99	54	41	76.0	1903.5647999999999	
0.8577203882523144	87.87826681870014	24.161870011402176	49.04104903078682	0.654736383131416	67	B4_C3.ids	533216.9241185616	53513.16999058256	true	3.9345010377079555	-0.3364647620749448	244	67	98	4095.0	1223.0	793.1119346256122	604.5035474470866	533.0	655.0	11.0	28.0	-0.08854288546953716	0.17974985751888062	-0.9797194221585437	-0.45220341518467105	-0.8836344371097271	-0.12125284676697572	0.8875090020546543	-0.4322963916987024	-0.15952304221094135	163694.74827821538	298964.32665905333	1005519.8004560936	1.2520065E7	9542693.0	669.7513216584921	252	85	123	230	52	78	86.0	1022.9327999999999	
0.6406746631284698	90.00329196603528	34.55905943827563	104.54539516655788	1.5832617909074038	68	B4_C3.ids	213438.26291500693	10694.0182776006	true	1.9348598418883252	-0.32006037309809354	250	95	209	2835.0	563.0	643.7805355976494	293.41606792945777	494.0	305.0	8.0	29.0	-0.071996586102644	-0.9960176612971587	-0.05258621467364883	-0.04828483003550388	-0.04918068062922483	0.9976220906943113	0.9962354474610944	-0.07436450118830035	0.04455170238058475	1817.2339124755417	23324.396237753084	10934.190071848083	985628.0	449220.0	157.07350236177444	252	114	217	245	84	199	110.0	99.2088	
0.509825111824377	55.979473704729116	39.870473665744306	20.47317843358928	0.4791502586957478	69	B4_C3.ids	1050868.647903002	76840.47715798882	false	1.3369606506519514	0.1476429689921317	155	110	40	4095.0	1821.0	1056.8249191064892	996.3458344704012	668.0	1038.0	5.0	69.0	0.3267711484486509	0.039951877168766844	-0.9442586849228561	0.5052769332597723	-0.8517183652709257	0.1388201965703185	0.7986963360734476	0.5224745675828766	0.29850375034819365	672501.8502639448	668181.8315137809	873142.0935246355	2.7108616E7	2.5557267E7	796.4362769201398	176	130	61	138	92	25	100.0	1662.1848	
0.7453937677465903	68.70165684950003	18.128105917319658	46.23982707376388	0.5609456241947711	70	B4_C3.ids	928336.8137498881	50322.366798687064	false	1.8111608599894335	0.4862693319647047	190	50	92	4095.0	1479.0	1078.0638205890345	726.2669548770571	746.0	768.0	16.0	31.0	0.26737775338783504	-0.07094781311176837	0.9609763497651395	0.6914254345477715	-0.6804902016636389	-0.24261894794142821	-0.6711482738215897	-0.729314399456392	0.13289281881224016	363988.42889168084	299995.102534449	800775.2948932735	1.9949571E7	1.343957E7	672.6433606669307	207	66	111	174	36	73	82.0	1199.124	
0.48682498701781307	79.12982819605821	36.39591207680656	44.601229577227784	0.4740346453380037	71	B4_C3.ids	273854.9106624015	31015.185177715004	false	5.472263933325907	-0.045696901736932194	219	101	89	4095.0	1323.0	703.623378810863	699.0081691089679	556.0	715.0	23.0	99.0	-0.2049891286408336	0.1141692985611421	0.9720827271406115	0.9732167822172526	-0.08181658001072788	0.21483747821561505	0.10406032841466784	0.9900865712155705	-0.09433996792890334	717819.3747195485	438249.8442900355	776311.2881926876	1.6709648E7	1.6600046E7	729.477884285152	238	117	107	199	85	73	84.0	1538.8704	
0.16083281992678	87.48013303769397	46.80039911308211	24.0012934220251	0.8555775117868926	72	B4_C3.ids	139619.3071197982	50694.413950377835	true	1.7352064796480535	-0.4579159479070367	243	130	48	2330.0	1140.0	481.0672579453044	522.7764227642286	380.0	537.0	5.0	26.0	0.0010648561514683688	0.0031945684544041814	-0.9999943303908113	0.948683298053743	-0.3162277660071506	3.467839350772907E-14	-0.31622597311930245	-0.9486779193901991	-0.0033673708190804213	17147.879866962314	17144.99880266071	14711.490946045724	1301768.0	1414633.0	150.02448999881744	252	139	55	234	121	41	99.0	175.34879999999998	
