Anisotropy	Centroid 0	Centroid 1	Centroid 2	Compactness	Database ID	Image_Name	Intensity Variance 0	Intensity Variance 1	Intensity Variance 2	Intensity Variance 3	Is Border	Kurtosis Intensity 0	Kurtosis Intensity 1	Kurtosis Intensity 2	Kurtosis Intensity 3	Location 0	Location 1	Location 2	Max Intensity 0	Max Intensity 1	Max Intensity 2	Max Intensity 3	Mean Intensity 0	Mean Intensity 1	Mean Intensity 2	Mean Intensity 3	Median Intensity 0	Median Intensity 1	Median Intensity 2	Median Intensity 3	Min Intensity 0	Min Intensity 1	Min Intensity 2	Min Intensity 3	PCA1 0	PCA1 1	PCA1 2	PCA2 0	PCA2 1	PCA2 2	PCA3 0	PCA3 1	PCA3 2	Second Moment 0	Second Moment 1	Second Moment 2	Sum Intensity 0	Sum Intensity 1	Sum Intensity 2	Sum Intensity 3	Surface	bounding box maximum 0	bounding box maximum 1	bounding box maximum 2	bounding box minimum 0	bounding box minimum 1	bounding box minimum 2	label	volume	
0.5742797475555546	34.26554817813752	59.56168421052648	10.347773279352175	0.9455014276496305	174	Tcf15-KO_d2.ids	111123.43647538178	109768.14927458268	517974.66775063385	22114.389619418842	false	0.34790332097847276	3.3679057155980594	-0.2981894939353924	2.3166782434844606	142	248	20	2437.0	2505.0	4095.0	1567.0	816.2697975708544	534.317327935224	2088.364291497979	294.52858299595135	788.0	446.0	2072.0	272.0	10.0	29.0	196.0	0.0	0.7830344843908152	0.5363242828430044	-0.31498136434993584	0.45683925627368155	-0.8395944576812286	-0.2939031142371124	-0.4220839847496229	0.0862404212878178	-0.9024453997633208	288596.7059951403	238180.42736842297	75893.62753036497	1.0080932E7	6598819.0	2.5791299E7	3637428.0	336.2959477864206	166	269	27	121	226	13	21.0	355.68	
0.3243053740831291	50.708251473477354	147.04541257367396	8.234589882121801	1.016133072152191	175	Tcf15-KO_d2.ids	70921.93135901805	152506.89002002656	526787.5018129857	36007.63993697095	false	1.8874512888221404	1.3553604724319368	-0.3209890686534562	1.746869586753847	211	612	16	2970.0	2839.0	4095.0	1579.0	640.8116404715139	812.3117632612958	2390.2181974459745	384.28229371316365	618.0	722.0	2395.0	353.0	11.0	99.0	109.0	7.0	0.7294610542831323	0.6824662460894831	0.046112831540365364	0.5494384899249888	-0.624759074513685	0.5547913523134187	0.40743578153261095	-0.3793625202380071	-0.8307106368438881	117464.00958742508	115793.37922396928	42253.132060412376	5218770.0	6615467.0	1.9465937E7	3129595.0	238.33116690069437	231	630	22	194	594	10	112.0	234.5472	
0.744507345862857	115.59137033398846	27.10858055009821	8.045186640471513	0.9986042927418759	176	Tcf15-KO_d2.ids	78225.41956600462	352768.757890786	613009.6866632139	39036.232482861386	false	1.078438955989169	1.3444542687961318	-0.3278471428829537	7.47816915412947	481	112	16	2237.0	3836.0	4095.0	2449.0	599.9405697445983	859.38531434184	1886.635559921368	359.74821954813325	569.0	714.0	1900.0	324.0	0.0	1.0	0.0	0.0	-0.1082405680259468	0.47801060159756753	-0.8716592477532444	-0.45989745146004457	-0.8014217526636007	-0.38238398044133376	0.8813502785918754	-0.35948440733630416	-0.3065822031822621	213425.21255892716	418044.02992632566	363678.4852652272	9771832.0	1.3997668E7	3.072952E7	5859579.0	468.43968154117465	500	139	30	463	93	6	42.0	469.0944	
0.5479742593054309	144.78867536842068	136.91071326315765	13.472084210526319	0.901744563519214	177	Tcf15-KO_d2.ids	77961.00884071509	56613.22121649947	462242.77682902367	38172.9540345275	false	3.6724642615252567	1.9090379990263968	-0.17154592010373193	1.8660734253161197	603	570	26	3170.0	2085.0	4095.0	1735.0	501.6188631578963	507.79048421054097	1374.91898947374	365.39595789473407	462.0	475.0	1333.0	339.0	0.0	13.0	0.0	0.0	0.9700922605924451	-0.11943136876047672	-0.2113223937367703	-0.1601050014029716	-0.9691805926144026	-0.1872307865318896	-0.182448333684893	0.21546490910492733	-0.9593161514745863	325654.4810980911	195357.8327444272	57801.99183157806	5956724.0	6030012.0	1.6327163E7	4339077.0	308.3966407235712	628	589	33	578	552	21	94.0	342.0	
0.40646870594492135	56.38476746611029	62.12629822732018	14.839172749391714	0.904547299908319	178	Tcf15-KO_d2.ids	83705.1060968946	32851.79315228019	462198.2989950966	30922.157064747393	false	1.0795471818476385	1.2232213062556387	0.29021854313343587	1.2762052601169347	234	258	29	2778.0	1568.0	4095.0	1337.0	520.3655196385072	364.2225234619579	1168.0647201945899	276.72818908586254	481.0	329.0	1045.0	245.0	0.0	16.0	0.0	0.0	0.9719048281111301	-0.15196900859903875	0.1797398829411548	0.17005167595769546	0.9813345082872683	-0.08980540266912754	-0.1627373116352045	0.11784737277517263	0.979606331202354	437786.65269656497	425789.84241919103	55225.35231143669	7485458.0	5239341.0	1.6802611E7	3980735.0	374.74309178441763	261	282	34	213	235	24	34.0	414.288	
0.6724624302756653	36.06412736995616	50.97473991249373	13.036096256684493	0.9605413104156914	179	Tcf15-KO_d2.ids	104267.97224843634	78880.78687813267	648203.8502269513	24662.46869470375	false	2.15059252226837	6.0331517380462785	-0.23240116092996965	2.023349667413401	150	212	26	3672.0	2618.0	4095.0	1353.0	510.17701750119727	430.6896572678571	1233.749027710171	244.57043023821444	461.0	361.0	1116.0	215.0	0.0	6.0	0.0	0.0	0.2294248932552554	0.7331157541310858	-0.6402386347289769	-0.12680104301331535	-0.6296660875857955	-0.7664477240067537	0.9650314574383314	-0.25702511392703814	0.05150123265751046	234551.5519543062	537734.8095284203	232322.11764705682	8395473.0	7087429.0	2.0302574E7	4024651.0	455.23203276097775	167	237	34	130	186	14	22.0	473.9328	
0.5699194303635942	45.36625358434116	77.92495698790647	12.531666874454553	1.0417663117447893	180	Tcf15-KO_d2.ids	73673.0855988688	39461.70053453841	366407.1110732696	30331.02091455068	false	0.5728820813458291	1.9504220253153166	-0.1516072485788995	0.9037457568843137	189	324	25	2010.0	1637.0	3822.0	1405.0	644.0344096746019	411.1063458421613	1501.2492207953753	424.8715870839023	617.0	375.0	1453.0	403.0	15.0	29.0	106.0	27.0	0.921712905699752	0.3830930152314409	0.060704704491523875	0.3705855226133471	-0.915983808042658	0.15375315877426204	0.11450628758244079	-0.11921998609526006	-0.9862428225439887	177801.01300087068	127894.5121256705	22411.913227777837	5165800.0	3297484.0	1.204152E7	3407895.0	240.65301849134266	210	342	29	170	306	21	33.0	231.0048	
0.47549113516733665	110.39381286684312	23.22423293819771	11.8159166762574	1.112603103244062	181	Tcf15-KO_d2.ids	105228.75380471446	540976.7051096987	729858.1262021473	43905.60837822937	false	0.546288785596055	0.6608019936867051	-0.6860345659124358	1.6102078364479282	459	96	23	2702.0	4071.0	4095.0	1812.0	645.724824490743	976.6440326849918	1599.3331798826755	351.02716077798976	611.0	730.0	1593.0	307.0	0.0	14.0	0.0	0.0	-0.1303215463755447	0.011538587642540513	0.9914046376457507	0.9903035606541043	-0.04701174270711489	0.13072396032649422	-0.048116029616849736	-0.998827691367663	0.005300061419926783	141791.09408217418	60746.36630222153	91852.61744734528	5610703.0	8486060.0	1.3896606E7	3050075.0	278.4213608857244	479	109	31	442	85	15	43.0	250.2432	
0.35847864938180773	3.2196728530984653	9.615004718464911	6.552217678515272	0.7879058756894662	182	Tcf15-KO_d2.ids	111118.71084622887	77641.58188294392	450353.1030752472	37512.23972337632	true	0.6951076586498144	3.07543795501377	-0.1530614396668173	10.691692112755184	13	40	13	2774.0	2421.0	4095.0	2602.0	815.1501258257202	527.0480497011629	2017.5206039635357	354.4915067631238	791.0	458.0	1983.0	320.0	23.0	37.0	124.0	0.0	0.00528556071386848	0.9099899880633218	-0.4145965321519895	0.4850649313031024	-0.36489224336817894	-0.79471105639072	0.8744621634283878	0.19690574484827364	0.4433328911527884	182351.947662787	274000.151248821	100014.65492293108	1.0365449E7	6701943.0	2.5654792E7	4507714.0	288.54752011969686	30	61	21	0	22	6	142.0	366.2208	
0.7754069795100755	55.19913630229414	148.5874655870445	14.418353576248279	1.0353366906977228	183	Tcf15-KO_d2.ids	48849.47179425663	65054.67528746981	462200.5277649986	42655.19776223369	false	1.7804265929689773	4.286831638558262	-0.17654748087020788	4.335564637545949	229	619	28	2220.0	2110.0	3963.0	2132.0	396.675213675228	445.36599190283886	1319.9083220871917	289.8914080071833	365.0	391.0	1231.0	245.0	0.0	31.0	17.0	0.0	0.8268945886703121	-0.5604469880077498	-0.046308885333128026	-0.5223163113303159	-0.7959269037174912	0.30608174538345195	-0.2084010800021155	-0.22890945277932265	-0.9508782531335034	380038.0454520908	249153.70377327764	41759.311740892066	4409045.0	4950243.0	1.4670781E7	3222143.0	331.4236987326294	255	642	34	203	598	24	116.0	320.11199999999997	
